customer_no,acct_type,owner_indic,cur_balance_amt
7719,5,1,304858
7719,6,1,0
7719,8,1,0
7719,10,1,75194
7720,1,1,214216
7720,6,1,0
7720,10,1,-7
7721,5,1,191247
7721,6,1,0
7721,7,1,0
7721,10,1,11012
7722,5,1,144983
7722,10,1,16862
7723,5,1,0
7723,6,1,21577
7723,10,1,106772
7723,13,1,48408
7724,3,1,1062370
7724,5,1,0
7724,10,1,96445
7724,13,1,0
7725,1,1,380000
7725,5,1,593434
7725,6,1,7664
7725,10,1,57540
7726,5,1,111037
7726,10,1,6810
7726,13,1,0
7727,2,4,1853350
7727,10,1,104284
7727,13,1,0
7728,0,1,0
7728,5,1,0
7728,6,1,0
7728,10,1,49597
7729,1,1,25750
7729,5,1,430700
7729,6,1,23332
7729,10,1,115517
7729,13,1,16236
7730,0,4,0
7730,6,1,40050
7730,10,1,88643
7730,13,1,41010
7731,5,1,269000
7731,6,1,0
7731,10,1,196599
7731,12,1,0
7731,32,1,37757
7732,2,1,1380231
7732,5,1,332551
7732,10,1,42724
7732,12,1,0
7733,2,1,1532364
7733,10,1,2162
7734,0,1,0
7734,10,1,181048
7735,10,1,25743
7736,1,4,599513
7736,6,1,19500
7736,10,1,20420
7736,13,1,19951
7737,1,1,274848
7737,5,1,0
7737,10,1,124692
7738,5,1,734002
7738,10,1,60315
7739,1,1,724738
7739,10,1,80239
7740,10,1,165767
7741,5,1,34495
7741,10,1,19871
7741,13,1,0
7742,10,1,464079
7743,1,1,0
7743,5,1,330351
7743,6,1,0
7743,10,1,16029
7743,13,1,0
7744,5,1,0
7744,7,1,350810
7744,10,1,22702
7744,13,4,0
7745,5,1,38000
7745,6,1,28058
7745,10,1,22745
7746,0,1,65867
7746,6,1,0
7746,10,1,175936
7746,13,1,0
7747,5,1,360195
7747,10,1,47937
7748,5,1,100000
7748,6,1,58500
7748,10,1,31545
7748,13,1,28997
7749,5,1,97070
7749,10,1,67957
7750,5,1,172727
7750,10,1,48495
7750,13,1,0
7751,0,1,1001
7751,2,1,849421
7751,5,1,0
7751,6,1,34334
7751,10,1,117960
7752,5,1,42429
7752,5,4,162555
7752,6,1,39075
7752,7,1,20469
7752,10,1,115948
7752,12,1,0
7753,1,1,180990
7753,2,1,1022939
7753,2,4,905383
7753,3,1,0
7753,5,1,0
7753,6,1,0
7753,10,1,14675
7753,13,1,0
7754,0,1,50295
7754,7,1,355200
7754,10,1,61482
7754,53,1,18142
7755,5,1,72413
7755,10,1,102729
7756,6,1,0
7756,10,1,3387
7757,1,4,0
7757,6,1,0
7757,10,1,12513
7757,13,1,10567
7758,0,1,0
7758,5,1,214170
7758,6,1,0
7758,10,1,78041
7758,13,1,0
7759,1,1,0
7759,2,1,0
7759,6,1,0
7759,7,1,326810
7759,10,1,205442
7759,13,1,8544
7760,1,1,470739
7760,2,4,1410485
7760,5,1,135023
7760,10,1,256647
7760,32,1,0
7761,0,1,98039
7761,1,1,0
7761,2,3,0
7761,5,1,8522
7761,10,1,7705
7761,13,1,0
7762,1,1,0
7762,5,1,480934
7762,10,1,0
7762,10,2,0
7763,5,1,34770
7763,10,1,54635
7763,12,1,0
7764,6,1,18750
7764,10,1,53253
7765,5,1,100000
7765,6,1,0
7765,8,1,155645
7765,10,1,63753
7765,12,1,0
7766,1,1,384221
7766,10,1,28524
7766,13,1,0
7767,0,1,0
7767,6,1,0
7767,10,1,53240
7768,2,1,1969852
7768,10,1,15911
7769,1,1,0
7769,2,4,1421375
7769,3,4,415678
7769,5,1,0
7769,10,1,0
7770,6,1,0
7770,10,1,3987
7771,2,4,874409
7771,5,1,48605
7771,6,1,13000
7771,7,1,117000
7771,10,1,210838
7772,1,1,619376
7772,2,4,782676
7772,10,1,336286
7772,13,1,0
7773,5,1,42150
7773,6,1,3680
7773,10,1,133388
7773,13,1,18772
7774,1,1,409482
7774,5,1,0
7774,6,1,69744
7774,10,1,184955
7774,13,1,30180
7774,32,1,0
7775,10,1,74381
7775,13,1,11956
7775,15,1,220987
7776,5,1,854027
7776,10,1,7548
7777,1,1,198956
7777,5,1,45164
7777,10,1,311707
7778,1,1,349206
7778,2,4,1466781
7778,3,4,2797718
7778,6,1,0
7778,10,1,78982
7778,12,1,52
7778,12,4,-110717
7779,5,1,0
7779,6,1,64431
7779,10,1,30891
7779,10,2,0
7779,35,4,0
7780,10,1,147631
7780,10,2,0
7780,35,4,0
7781,2,4,572541
7781,7,1,0
7781,10,1,10009
7782,2,1,1486776
7782,10,1,61138
7782,13,1,0
7783,5,1,955634
7783,10,1,304166
7784,10,1,121006
7785,10,1,16644
7785,32,1,345600
7786,0,1,845188
7786,1,1,0
7786,5,1,1206452
7786,6,1,120000
7786,10,1,119627
7786,13,1,0
7787,0,4,711139
7787,1,1,82174
7787,1,4,669714
7787,2,1,495097
7787,6,1,41000
7787,7,1,129806
7787,10,1,30221
7788,5,1,472524
7788,6,1,0
7788,10,1,187367
7789,0,1,532883
7789,1,1,510095
7789,5,1,111320
7789,6,1,34020
7789,7,1,0
7789,10,1,203566
7789,12,1,-4698
7790,6,1,67363
7790,10,1,9237
7791,2,1,0
7791,5,1,59899
7791,6,1,2699
7791,10,1,26079
7792,5,1,0
7792,10,1,26568
7793,0,1,201749
7793,1,1,184228
7793,1,4,0
7793,2,1,0
7793,2,4,591353
7793,3,4,626692
7793,5,1,127343
7793,6,1,0
7793,10,1,105337
7793,10,2,0
7793,13,1,0
7793,51,1,0
7794,7,1,0
7794,10,1,178237
7795,0,1,5216
7795,1,1,579509
7795,5,1,782672
7795,6,1,0
7795,10,1,634477
7795,13,1,426
7796,10,1,76333
7797,0,1,0
7797,1,1,65500
7797,2,4,0
7797,5,1,0
7797,6,1,0
7797,10,1,246724
7797,10,2,3395
7798,2,4,1863117
7798,10,1,46841
7799,1,1,0
7799,10,1,25216
7799,17,1,366350
7799,17,3,737029
7799,17,4,0
7800,0,1,476361
7800,1,1,455142
7800,5,1,500672
7800,6,1,15200
7800,10,1,155931
7801,6,1,6498
7801,10,1,82958
7802,0,1,1332
7802,5,1,177897
7802,6,1,46749
7802,10,1,8302
7802,13,1,0
7803,0,1,0
7803,1,1,379506
7803,5,1,59895
7803,6,1,27000
7803,10,1,29040
7803,13,1,0
7803,13,4,44277
7804,6,1,34495
7804,10,1,3581
7804,13,1,0
7805,1,1,346972
7805,10,1,18282
7806,1,1,451682
7806,10,1,2692
7807,0,1,0
7807,1,3,66150
7807,5,1,83859
7807,5,3,129687
7807,7,1,0
7807,10,1,3980
7808,5,1,121475
7808,8,3,119101
7808,10,1,0
7809,5,1,0
7809,6,1,26099
7809,7,1,202901
7809,10,1,83857
7809,13,1,0
7810,5,1,70899
7810,10,1,22933
7810,13,1,13530
7811,1,1,290709
7811,5,1,0
7811,5,4,744083
7811,6,1,0
7811,10,1,112975
7811,51,1,839007
7812,1,1,19145
7812,6,1,0
7812,10,1,49795
7813,6,1,19211
7813,10,1,15768
7814,10,1,463
7815,0,1,59469
7815,1,1,0
7815,5,1,28487
7815,6,1,0
7815,6,3,0
7815,10,1,98743
7815,12,1,0
7815,54,1,0
7815,54,3,0
7816,10,1,166370
7817,0,1,0
7817,1,1,0
7817,2,1,4934525
7817,2,4,0
7817,5,1,103131
7817,6,1,0
7817,10,1,231933
7817,13,1,-9862
7817,32,1,537901
7818,1,1,0
7818,2,1,0
7818,10,1,1159
7818,15,1,0
7818,52,1,403503
7819,2,4,1712131
7819,5,1,83038
7819,6,1,0
7819,10,1,268684
7819,12,1,0
7819,51,4,62134
7820,5,1,0
7820,6,1,20598
7820,10,1,35883
7821,0,1,0
7821,1,1,0
7821,2,1,1272673
7821,5,1,808677
7821,7,1,63000
7821,10,1,357812
7822,1,1,204825
7822,6,1,0
7822,10,1,123630
7822,13,1,0
7823,1,1,0
7823,6,1,0
7823,10,1,16417
7823,13,1,0
7824,1,1,508208
7824,6,1,47358
7824,10,1,1649
7824,13,1,8176
7825,2,1,940396
7825,2,3,759548
7825,3,1,745374
7825,5,1,0
7825,6,1,0
7825,10,1,116012
7826,1,1,286890
7826,5,1,0
7826,10,1,40492
7826,12,1,0
7826,15,1,0
7827,10,1,265120
7827,13,1,0
7828,5,1,393700
7828,6,1,0
7828,10,1,122205
7829,5,1,139135
7829,10,1,90372
7829,12,1,35
7830,2,1,647078
7830,5,1,401561
7830,6,1,19748
7830,10,1,3011
7830,13,1,0
7831,1,1,0
7831,2,1,376588
7831,5,1,93161
7831,6,1,13740
7831,10,1,54101
7831,32,1,63935
7832,10,1,327851
7832,17,1,970680
7833,0,1,0
7833,2,4,6207412
7833,5,1,0
7833,10,1,37804
7833,15,1,0
7833,51,1,0
7834,6,1,0
7834,10,1,187845
7834,13,1,0
7835,6,1,36944
7835,10,1,105310
7835,13,1,11981
7835,32,1,247797
7836,5,1,73637
7836,6,1,6703
7836,7,1,0
7836,10,1,40424
7837,10,1,45792
7837,12,1,0
7837,13,1,0
7838,0,1,45620
7838,10,1,56505
7839,6,1,0
7839,10,1,136704
7839,13,1,0
7840,1,1,596826
7840,2,4,2932638
7840,10,1,91074
7841,10,1,90586
7842,0,1,0
7842,1,1,0
7842,10,1,7503
7842,12,1,40252
7842,13,1,0
7843,2,3,0
7843,2,4,0
7843,5,1,0
7843,6,1,0
7843,10,1,59730
7843,10,2,0
7843,13,1,0
7844,0,1,0
7844,1,1,389531
7844,10,1,122322
7845,10,1,14716
7845,13,1,0
7846,0,1,201858
7846,5,1,0
7846,6,1,0
7846,10,1,109488
7847,1,4,124198
7847,5,1,0
7847,6,1,0
7847,10,1,121810
7848,8,1,223357
7848,10,1,50979
7849,1,1,587432
7849,1,4,0
7849,2,1,0
7849,5,1,0
7849,6,1,0
7849,10,1,128350
7849,13,1,0
7850,0,1,98838
7850,1,1,268814
7850,5,1,0
7850,10,1,225693
7850,13,1,0
7851,0,1,55653
7851,6,1,55575
7851,10,1,36807
7852,5,1,206133
7852,10,1,49799
7852,13,1,2500
7853,1,1,103373
7853,5,1,37748
7853,6,1,0
7853,7,1,126351
7853,10,1,55151
7854,5,1,137067
7854,10,1,171054
7855,6,1,17097
7855,10,1,25705
7855,12,1,61543
7855,13,1,-1783
7856,1,1,122611
7856,2,1,487585
7856,6,1,5640
7856,10,1,519
7856,13,1,0
7857,5,1,60443
7857,6,1,0
7857,10,1,147946
7857,13,1,0
7858,10,1,7990
7859,0,1,98783
7859,5,1,216401
7859,10,1,148685
7859,13,1,0
7860,0,1,137372
7860,1,1,416984
7860,6,1,37000
7860,10,1,202406
7861,1,1,1244749
7861,10,1,259436
7861,10,2,0
7862,10,1,1649
7863,2,1,581046
7863,6,1,1250
7863,10,1,3928
7864,1,1,360554
7864,2,4,1665661
7864,6,1,0
7864,10,1,38712
7865,1,1,0
7865,6,1,8660
7865,10,1,78236
7865,12,1,-6198
7865,13,1,0
7865,51,3,0
7866,5,1,524587
7866,10,1,1291
7867,0,1,60434
7867,6,1,4560
7867,10,1,15500
7867,13,1,0
7868,10,1,57715
7869,6,1,23896
7869,10,1,221313
7870,10,1,71516
7871,0,1,4293
7871,5,4,0
7871,6,1,31920
7871,10,1,10386
7872,10,1,170410
7873,5,1,95066
7873,10,1,24003
7873,13,1,0
7874,6,1,7650
7874,10,1,73868
7875,6,1,7796
7875,10,1,117497
7876,4,1,0
7876,5,1,295268
7876,7,1,100697
7876,10,1,228885
7877,10,1,303949
7878,0,1,0
7878,7,1,70954
7878,10,1,354323
7878,13,1,40794
7879,10,1,10013
7880,10,1,20507
7880,13,1,0
7881,10,1,33087
7881,13,1,0
7882,0,1,0
7882,2,1,0
7882,2,4,7835894
7882,5,1,0
7882,6,1,30509
7882,10,1,413620
7883,6,1,3025
7883,10,1,352193
7884,1,1,10164
7884,5,1,446844
7884,6,1,0
7884,7,1,0
7884,9,1,0
7884,10,1,83760
7885,10,1,1460
7886,1,1,273020
7886,2,4,0
7886,6,1,52000
7886,7,4,238000
7886,10,1,118105
7886,10,2,0
7887,10,1,58146
7888,5,1,278787
7888,10,1,50727
7889,5,1,113918
7889,6,1,0
7889,10,1,70405
7889,12,1,20
7890,10,1,60565
7891,1,1,131519
7891,10,1,555417
7891,51,1,0
7892,5,1,101664
7892,6,1,7998
7892,10,1,6314
7892,13,1,49218
7893,6,1,0
7893,7,1,0
7893,10,1,69942
7894,1,1,130821
7894,2,4,700000
7894,10,1,313588
7894,13,1,0
7894,13,3,20524
7895,10,1,75971
7896,0,4,0
7896,10,1,77813
7896,13,1,0
7897,0,1,0
7897,7,1,503000
7897,10,1,93504
7897,13,4,0
7898,5,1,167209
7898,6,1,7650
7898,10,1,43147
7898,13,1,32510
7899,1,1,434461
7899,2,4,1328202
7899,5,1,255026
7899,6,1,9000
7899,10,1,86073
7899,32,1,132125
7900,5,1,525709
7900,6,1,0
7900,7,1,0
7900,10,1,189950
7901,1,1,296271
7901,2,4,7500000
7901,5,1,780364
7901,10,1,218695
7902,1,1,198842
7902,6,1,0
7902,10,1,656394
7902,13,1,-949
7902,51,1,184089
7903,10,1,111901
7904,5,1,104721
7904,10,1,116996
7905,1,1,635208
7905,2,1,758965
7905,5,1,41744
7905,6,1,0
7905,7,1,257983
7905,10,1,213930
7905,13,1,0
7906,2,4,3305830
7906,10,1,36632
7906,12,1,0
7907,0,1,0
7907,5,1,206337
7907,10,1,63424
7908,6,1,0
7908,10,1,67496
7908,13,1,0
7909,6,1,0
7909,10,1,565247
7910,10,1,70362
7911,10,1,116268
7911,13,1,0
7911,13,3,0
7912,0,1,0
7912,5,1,116713
7912,6,1,0
7912,10,1,38253
7912,13,1,0
7913,10,1,90193
7914,5,1,237237
7914,7,1,92300
7914,10,1,47484
7915,5,1,206721
7915,10,1,25904
7916,0,1,100028
7916,5,1,0
7916,10,1,22047
7917,1,1,0
7917,10,1,4918
7917,12,1,0
7918,10,1,32569
7919,5,1,398726
7919,10,1,95980
7919,13,1,0
7920,2,4,991066
7920,7,1,0
7920,10,1,7165
7920,13,1,0
7921,1,1,0
7921,5,1,74125
7921,6,1,31950
7921,10,1,35554
7922,2,3,0
7922,2,4,2054760
7922,3,4,0
7922,6,1,0
7922,10,1,131355
7922,12,1,1714
7922,53,1,0
7923,1,1,-1946
7923,2,4,542228
7923,5,1,0
7923,6,1,70000
7923,10,1,143343
7923,10,2,0
7924,1,1,239129
7924,5,1,50719
7924,6,1,3330
7924,10,1,161727
7924,13,1,44732
7925,0,1,0
7925,1,1,274597
7925,5,1,0
7925,10,1,97759
7925,13,1,0
7926,5,1,383812
7926,6,1,0
7926,10,1,70883
7926,13,1,0
7927,10,1,10135
7928,0,1,100056
7928,5,1,46702
7928,10,1,11354
7929,10,1,59990
7929,51,1,0
7930,1,1,0
7930,2,4,1180354
7930,5,1,0
7930,6,1,0
7930,10,1,319591
7930,13,1,0
7931,0,1,99100
7931,5,1,426410
7931,6,1,0
7931,10,1,58202
7932,1,1,176250
7932,10,1,299570
7932,13,1,0
7933,10,1,18755
7934,2,4,1737395
7934,5,1,956440
7934,6,1,37500
7934,10,1,-3
7935,10,1,5752
7936,5,1,165201
7936,10,1,102837
7936,13,1,0
7937,10,1,108620
7938,2,1,375001
7938,2,3,2640649
7938,2,4,2923631
7938,5,1,679651
7938,10,1,33316
7939,5,1,0
7939,6,1,0
7939,10,1,803617
7939,13,1,0
7940,0,1,0
7940,2,4,0
7940,5,1,0
7940,10,1,520717
7940,10,2,54824
7941,2,4,0
7941,5,1,0
7941,6,1,12830
7941,10,1,27936
7942,1,1,0
7942,2,4,0
7942,10,1,-1834
7943,1,1,418631
7943,6,1,0
7943,7,1,370000
7943,10,1,73161
7943,13,1,0
7944,1,1,0
7944,10,1,195442
7945,10,1,48959
7945,13,1,0
7946,1,4,0
7946,10,1,57029
7947,2,1,0
7947,3,1,2839908
7947,5,1,0
7947,6,1,4474
7947,10,1,0
7947,10,2,0
7947,53,1,0
7948,10,1,-783
7949,0,1,234081
7949,1,1,0
7949,1,4,0
7949,2,1,0
7949,3,1,4916705
7949,3,4,0
7949,5,1,119209
7949,10,1,210479
7950,6,1,8925
7950,7,4,0
7950,10,1,76435
7950,13,1,0
7951,0,1,81409
7951,10,1,36434
7952,5,1,116885
7952,10,1,129263
7953,6,1,0
7953,10,1,181239
7954,5,1,85335
7954,6,1,0
7954,10,1,40609
7955,10,1,18099
7956,10,1,135750
7957,6,1,8895
7957,10,1,19557
7957,13,1,0
7958,2,4,4091797
7959,5,1,402040
7959,6,1,39310
7959,10,1,64483
7959,13,1,0
7960,5,1,126629
7960,6,1,0
7960,7,1,0
7960,10,1,188702
7960,13,1,0
7960,53,1,0
7961,6,1,35820
7961,10,1,56987
7962,0,1,99043
7962,5,1,0
7962,6,1,0
7962,10,1,23453
7962,10,2,0
7963,1,1,251326
7963,5,1,0
7963,10,1,0
7964,10,1,560
7965,5,1,291047
7965,10,1,129873
7965,10,2,31519
7966,5,1,425243
7966,10,1,102993
7966,13,1,0
7966,31,1,0
7967,5,1,0
7967,6,1,0
7967,10,1,10105
7967,13,1,0
7968,5,1,211956
7968,10,1,128829
7969,5,1,250578
7969,5,4,0
7969,10,1,133997
7970,1,3,0
7970,2,1,0
7970,5,1,719928
7970,6,1,24576
7970,10,1,696226
7971,1,1,1134424
7971,2,1,765320
7971,5,1,0
7971,6,1,21400
7971,10,1,209045
7971,13,1,0
7972,1,1,0
7972,2,1,4967506
7972,2,4,0
7972,5,1,3384701
7972,6,1,43275
7972,10,1,850379
7973,5,1,0
7973,6,1,0
7973,10,1,18955
7974,6,1,0
7974,10,1,178827
7974,13,1,35460
7975,2,1,1473308
7975,5,1,250000
7975,6,1,0
7975,7,1,0
7975,10,1,80002
7975,13,1,0
7976,0,1,51
7976,6,1,25000
7976,10,1,120861
7976,13,1,0
7977,0,1,194102
7977,1,1,184689
7977,10,1,166907
7978,5,1,0
7978,10,1,1985
7979,6,1,11649
7979,10,1,197997
7979,13,1,21148
7980,2,1,655373
7980,2,4,206502
7980,5,1,0
7980,10,1,74484
7981,5,1,72534
7981,10,1,0
7981,13,1,0
7982,5,1,144696
7982,10,1,19213
7983,5,1,158004
7983,6,1,0
7983,8,4,0
7983,10,1,24082
7984,1,1,224185
7984,6,1,48427
7984,10,1,227507
7984,13,1,12084
7984,13,3,0
7985,5,1,388330
7985,6,1,31529
7985,10,1,282617
7985,13,1,0
7986,5,1,72045
7986,6,1,25050
7986,7,1,0
7986,10,1,87387
7986,13,1,0
7987,10,1,16903
7987,53,1,0
7988,5,1,0
7988,6,1,38398
7988,10,1,37955
7988,12,1,0
7989,5,1,132228
7990,5,1,0
7990,10,1,41014
7991,2,4,0
7991,5,1,1108976
7991,9,1,0
7991,10,1,13663
7992,6,1,0
7992,10,1,117525
7992,13,1,5098
7993,10,1,239047
7994,1,1,528360
7994,10,1,33169
7994,13,4,0
7995,10,1,4175
7996,10,1,93675
7997,7,1,0
7997,10,1,28835
7998,2,4,3303650
7998,5,1,1650000
7998,6,1,0
7998,8,4,0
7998,10,1,256109
7999,5,1,853948
7999,6,1,30760
7999,6,3,0
7999,8,1,522049
7999,10,1,0
8000,2,1,0
8000,2,4,1474303
8000,5,1,0
8000,10,1,52116
8001,6,1,11300
8001,10,1,18087
8001,13,1,15308
8002,0,1,98073
8002,5,1,88331
8002,10,1,19382
8003,5,1,88703
8003,6,1,0
8003,10,1,231013
8003,13,1,0
8004,2,1,3247830
8004,10,1,29152
8005,1,4,747419
8005,10,1,112359
8006,1,1,401944
8006,5,1,189126
8006,10,1,65907
8006,51,4,1010000
8007,0,1,98357
8007,5,1,0
8007,10,1,27477
8008,10,1,69004
8009,10,1,340888
8010,5,1,272564
8010,6,1,3111
8010,10,1,42562
8011,5,1,154019
8011,10,1,5392
8012,6,1,28560
8012,10,1,41116
8013,0,1,0
8013,2,1,1712593
8013,5,1,0
8013,10,1,54011
8014,10,1,0
8015,1,1,0
8015,5,1,64660
8015,10,1,101938
8015,13,1,0
8016,10,1,-575
8017,1,1,508937
8017,1,4,0
8017,5,1,0
8017,10,1,170094
8018,0,1,368707
8018,0,3,0
8018,1,1,288606
8018,5,1,0
8018,6,1,0
8018,10,1,38273
8018,13,1,0
8018,15,1,0
8019,5,1,0
8019,10,1,59421
8019,10,2,0
8019,15,1,463963
8019,51,1,0
8020,0,1,1427
8020,5,1,582821
8020,6,1,41123
8020,10,1,129560
8021,1,1,65576
8021,2,4,0
8021,3,4,1020034
8021,5,1,0
8021,10,1,25933
8022,1,1,0
8022,2,1,1452803
8022,10,1,3497
8023,0,1,0
8023,1,1,366717
8023,5,1,200097
8023,6,1,0
8023,10,1,154898
8023,13,1,0
8024,2,4,1419945
8024,5,1,0
8024,10,1,44306
8024,13,1,0
8025,10,1,50089
8025,13,1,0
8026,6,1,10490
8026,10,1,45216
8027,5,1,360349
8027,6,1,45270
8027,10,1,43793
8028,0,1,0
8028,5,1,1106251
8028,10,1,21892
8029,6,1,0
8029,10,1,131293
8030,1,1,0
8030,2,4,2462532
8030,5,1,1745990
8030,6,1,0
8030,10,1,185732
8031,10,1,5384
8032,2,1,2153081
8032,5,1,1008655
8032,6,1,12000
8032,10,1,255098
8032,13,1,0
8032,32,1,133570
8033,10,1,3344
8034,0,4,131580
8034,1,1,687237
8034,10,1,12357
8034,53,1,299500
8035,5,1,265415
8035,10,1,140173
8036,1,1,0
8036,5,1,466524
8036,6,1,40012
8036,10,1,48232
8037,10,1,3946
8038,2,1,1764326
8038,2,4,4858774
8038,6,1,0
8038,10,1,56011
8039,0,1,0
8039,1,1,29814
8039,2,1,146791
8039,2,4,0
8039,3,1,445695
8039,3,4,660972
8039,5,1,0
8039,6,1,25092
8039,10,1,181666
8040,1,4,498989
8040,10,1,162424
8040,10,2,0
8041,5,1,142617
8041,6,1,0
8041,10,1,53520
8041,13,1,0
8042,0,1,63330
8042,5,1,372765
8042,10,1,148340
8043,1,1,0
8043,2,4,2820000
8043,10,1,17617
8044,1,1,0
8044,2,1,1176387
8044,2,4,3458199
8044,5,1,0
8044,6,1,0
8044,10,1,187665
8045,1,1,354473
8045,2,4,1464278
8045,5,1,0
8045,6,1,0
8045,10,1,76
8045,12,1,57212
8046,0,1,595654
8046,2,4,0
8046,6,1,0
8046,10,1,45999
8046,13,1,0
8047,1,1,1065804
8047,2,4,14127767
8047,3,4,4961693
8047,6,1,0
8047,10,1,684759
8047,10,2,16433
8047,12,1,7947017
8047,15,1,0
8047,51,3,0
8047,51,4,403343
8048,10,1,89237
8049,1,1,267698
8049,10,1,852334
8050,10,1,7541
8051,5,1,79306
8051,6,1,0
8051,10,1,53644
8051,13,4,0
8052,5,1,593605
8052,10,1,77171
8053,5,1,309008
8053,6,1,10725
8053,10,1,5942
8053,12,1,0
8053,13,1,0
8054,5,1,479019
8054,6,1,0
8054,10,1,134683
8054,10,2,907
8054,13,1,0
8055,0,1,0
8055,5,1,96428
8055,6,1,4500
8055,10,1,83157
8056,5,1,0
8056,10,1,90226
8056,15,1,421875
8057,1,1,0
8057,5,1,51841
8057,6,1,52128
8057,10,1,206171
8057,13,1,87653
8058,6,1,17179
8059,5,1,101104
8059,10,1,258397
8059,15,1,0
8060,0,1,98811
8060,5,1,0
8060,10,1,14096
8060,13,1,0
8061,5,1,293595
8061,6,1,6550
8061,7,1,0
8061,10,1,38270
8062,10,1,2867
8063,2,1,238703
8063,10,1,25167
8064,5,1,368990
8064,10,1,1030408
8065,5,1,605288
8065,7,1,0
8065,10,1,24054
8066,0,1,0
8066,1,1,780026
8066,5,1,62301
8066,6,1,5000
8066,10,1,17692
8067,2,4,1484155
8067,10,1,16658
8068,2,1,2500900
8068,10,1,82083
8069,10,1,6371
8070,10,1,88423
8071,10,1,22151
8072,5,1,582771
8072,10,1,17953
8073,10,1,89116
8074,6,1,80051
8074,10,1,34999
8074,13,1,0
8075,10,1,9893
8076,2,4,920344
8076,10,1,82641
8076,13,3,0
8077,7,1,0
8077,10,1,0
8077,13,1,0
8078,0,1,80000
8078,1,1,0
8078,10,1,16137
8079,10,1,557
8080,10,1,45390
8081,5,1,364937
8081,7,1,39600
8081,10,1,40183
8082,5,1,244881
8082,7,1,55000
8082,10,1,152954
8082,13,1,21574
8083,0,1,66984
8083,5,1,36196
8083,6,1,42680
8083,10,1,16627
8083,13,1,26559
8084,0,1,0
8084,5,1,489993
8084,7,1,151700
8084,10,1,159056
8085,5,1,512000
8085,6,1,0
8085,10,1,16308
8086,6,1,3250
8086,10,1,22342
8087,1,1,0
8087,5,1,0
8087,10,1,81402
8087,12,1,0
8088,1,1,424496
8088,1,4,0
8088,2,4,0
8088,6,1,0
8088,10,1,5110
8089,1,1,383036
8089,1,4,0
8089,5,1,114129
8089,6,1,0
8089,10,1,80701
8089,13,1,-3376
8089,51,1,0
8089,52,1,386611
8090,2,1,931531
8090,10,1,17703
8090,13,1,0
8090,51,1,93219
8091,7,1,439118
8091,10,1,237843
8092,1,1,0
8092,6,1,89892
8092,7,1,0
8092,8,4,423126
8092,10,1,399880
8092,13,1,0
8092,53,1,524872
8093,10,1,20364
8093,10,2,1009
8093,17,3,337357
8093,17,4,363000
8094,5,1,74802
8094,10,1,31583
8095,2,1,4660294
8095,5,1,1036989
8095,5,4,443247
8095,6,1,37112
8095,10,1,435988
8095,13,1,0
8096,1,1,0
8096,6,1,0
8096,10,1,398399
8096,10,2,0
8097,10,1,87446
8097,32,1,62970
8098,5,1,38147
8098,10,1,35126
8099,0,1,98169
8099,1,1,759134
8099,1,3,295082
8099,5,1,0
8099,10,1,94283
8100,5,1,871008
8100,10,1,96651
8100,12,1,0
8101,1,1,1081546
8101,2,1,0
8101,3,4,4601382
8101,10,1,40956
8102,1,1,0
8102,6,1,24658
8102,10,1,17634
8103,10,1,25666
8104,0,1,5086
8104,1,1,0
8104,5,1,279357
8104,6,1,2800
8104,10,1,32588
8105,0,1,0
8105,5,1,11539
8105,6,1,7580
8105,10,1,6562
8106,5,1,322495
8106,6,1,30185
8106,10,1,16117
8106,13,1,0
8106,32,1,121242
8107,1,1,0
8107,10,1,35930
8107,13,4,0
8108,10,1,72228
8109,10,1,6769
8110,10,1,13919
8110,13,1,0
8111,5,1,114619
8111,10,1,140795
8111,13,1,0
8112,6,1,47483
8112,10,1,198138
8113,6,1,0
8113,7,1,0
8113,10,1,44866
8114,5,1,0
8114,10,1,13033
8115,5,1,0
8115,6,3,0
8115,10,1,47944
8115,13,1,0
8116,5,1,55539
8116,10,1,790
8117,1,1,181571
8117,5,1,0
8117,10,1,34033
8118,2,4,3472861
8118,5,1,0
8118,6,1,0
8118,10,1,117739
8118,51,4,100381
8119,0,1,1298
8119,1,1,378057
8119,2,4,251713
8119,5,1,72045
8119,6,1,71641
8119,10,1,72682
8120,6,1,6081
8120,10,1,19741
8120,13,4,0
8121,2,4,1945949
8121,10,1,171576
8122,10,1,282801
8122,13,1,0
8123,8,1,363556
8123,10,1,68752
8124,1,1,365832
8124,6,1,13997
8124,10,1,32792
8125,6,1,49600
8125,10,1,2667
8126,1,1,139993
8126,5,1,0
8126,6,1,44285
8126,10,1,93621
8126,13,1,4557
8126,13,3,0
8126,32,1,0
8127,0,1,0
8127,5,1,297156
8127,6,1,0
8127,7,1,0
8127,10,1,133578
8128,1,4,741511
8128,5,1,640325
8128,6,1,9332
8128,10,1,100486
8129,1,1,0
8129,5,1,59672
8129,6,1,0
8129,10,1,40451
8129,13,1,0
8130,0,1,0
8130,2,4,1356031
8130,10,1,26904
8131,10,1,24513
8132,5,1,0
8132,10,1,152311
8133,5,1,55861
8133,6,1,0
8133,10,1,241822
8134,0,1,228463
8134,5,1,139468
8134,6,1,22140
8134,10,1,54563
8135,0,3,4658732
8135,1,1,438900
8135,1,4,0
8135,2,1,4007896
8135,6,1,0
8135,7,1,0
8135,10,1,35674
8135,13,1,0
8135,51,1,0
