customer_no,acct_type,enquiry_count
3130,13.0,1
3131,5.0,1
3131,10.0,4
3131,13.0,1
3132,0.0,2
3132,1.0,5
3132,2.0,5
3132,3.0,4
3132,4.0,3
3132,5.0,26
3132,10.0,13
3133,0.0,1
3133,5.0,1
3133,10.0,10
3134,1.0,1
3134,5.0,6
3134,10.0,3
3134,13.0,1
3135,0.0,1
3135,2.0,1
3135,5.0,1
3135,10.0,6
3136,0.0,1
3136,5.0,3
3136,10.0,17
3137,5.0,5
3137,10.0,11
3138,10.0,12
3138,13.0,1
3139,10.0,5
3139,12.0,1
3140,2.0,2
3140,5.0,4
3140,6.0,1
3140,10.0,16
3141,5.0,12
3141,6.0,2
3141,10.0,18
3142,5.0,12
3142,6.0,1
3142,10.0,17
3143,0.0,1
3143,1.0,2
3143,10.0,19
3144,10.0,5
3145,10.0,16
3146,1.0,1
3146,5.0,17
3146,10.0,13
3146,13.0,1
3147,5.0,5
3147,10.0,10
3148,10.0,6
3149,1.0,1
3149,2.0,1
3149,10.0,23
3150,5.0,1
3150,10.0,16
3151,5.0,3
3151,10.0,11
3152,0.0,1
3152,5.0,4
3152,10.0,28
3153,0.0,1
3153,5.0,1
3153,10.0,21
3153,51.0,5
3154,1.0,2
3154,10.0,2
3154,13.0,3
3155,5.0,10
3155,10.0,7
3156,6.0,1
3156,10.0,7
3157,0.0,1
3157,5.0,1
3157,10.0,20
3157,12.0,1
3158,0.0,3
3158,1.0,3
3158,2.0,21
3158,6.0,1
3158,10.0,11
3159,1.0,1
3159,5.0,8
3159,10.0,14
3160,10.0,9
3161,0.0,2
3161,5.0,3
3161,6.0,4
3161,10.0,5
3162,0.0,2
3162,1.0,1
3162,5.0,7
3162,6.0,1
3162,10.0,13
3162,13.0,2
3163,0.0,1
3163,1.0,1
3163,10.0,4
3163,17.0,1
3164,5.0,5
3164,6.0,5
3164,10.0,20
3164,13.0,1
3165,5.0,5
3165,10.0,26
3166,2.0,7
3166,5.0,3
3166,10.0,11
3166,13.0,1
3167,1.0,4
3167,5.0,7
3167,10.0,15
3167,14.0,1
3168,1.0,1
3168,2.0,1
3168,5.0,3
3168,6.0,1
3168,10.0,78
3169,10.0,7
3170,10.0,9
3170,13.0,1
3171,10.0,4
3172,0.0,1
3172,5.0,2
3172,6.0,2
3172,10.0,6
3173,7.0,1
3173,10.0,5
3174,0.0,1
3174,5.0,4
3174,10.0,6
3175,2.0,1
3175,10.0,22
3176,1.0,3
3176,5.0,15
3176,10.0,15
3177,1.0,2
3177,6.0,2
3177,10.0,7
3178,0.0,2
3178,1.0,2
3178,5.0,6
3178,10.0,14
3179,1.0,1
3179,10.0,20
3179,13.0,1
3180,1.0,3
3180,10.0,3
3181,2.0,2
3181,10.0,8
3182,5.0,2
3182,10.0,3
3183,0.0,1
3183,5.0,2
3183,10.0,8
3183,13.0,1
3184,0.0,1
3184,2.0,1
3184,10.0,9
3184,13.0,1
3185,5.0,2
3185,10.0,6
3186,0.0,1
3186,5.0,3
3186,6.0,2
3186,10.0,8
3186,13.0,5
3187,10.0,4
3188,0.0,1
3188,2.0,2
3188,5.0,3
3188,10.0,5
3189,0.0,1
3189,2.0,3
3189,3.0,2
3189,5.0,14
3189,10.0,12
3190,5.0,4
3190,6.0,4
3190,10.0,3
3191,0.0,1
3191,1.0,1
3191,3.0,1
3191,10.0,12
3192,0.0,1
3192,2.0,1
3192,5.0,18
3192,6.0,1
3192,10.0,13
3192,51.0,1
3193,0.0,4
3193,5.0,6
3193,10.0,14
3194,0.0,2
3194,5.0,10
3194,6.0,1
3194,10.0,19
3194,13.0,2
3195,5.0,4
3195,10.0,7
3196,10.0,6
3197,5.0,3
3197,6.0,2
3197,10.0,13
3198,1.0,9
3198,5.0,20
3198,6.0,2
3198,10.0,22
3199,0.0,1
3199,5.0,4
3199,6.0,2
3199,10.0,12
3199,13.0,3
3199,17.0,1
3199,51.0,1
3200,5.0,13
3200,10.0,24
3200,13.0,1
3201,10.0,8
3202,0.0,2
3202,1.0,2
3202,5.0,5
3202,6.0,1
3202,10.0,20
3203,10.0,4
3204,5.0,1
3204,6.0,3
3204,10.0,4
3205,5.0,5
3205,10.0,8
3205,12.0,1
3206,10.0,2
3207,10.0,10
3208,5.0,8
3208,6.0,1
3208,10.0,20
3209,0.0,2
3209,6.0,1
3209,10.0,9
3210,5.0,6
3210,6.0,2
3210,10.0,22
3211,0.0,2
3211,5.0,4
3211,10.0,7
3212,1.0,2
3212,2.0,3
3212,5.0,6
3212,7.0,2
3212,10.0,9
3213,0.0,1
3213,10.0,4
3213,13.0,1
3214,0.0,2
3214,5.0,1
3214,10.0,31
3215,0.0,1
3215,1.0,1
3215,5.0,4
3215,10.0,9
3215,13.0,1
3216,0.0,2
3216,2.0,4
3216,5.0,1
3216,10.0,32
3216,14.0,1
3217,5.0,16
3217,6.0,1
3217,10.0,7
3218,6.0,1
3218,10.0,18
3219,5.0,4
3219,10.0,11
3220,5.0,6
3220,10.0,2
3221,5.0,8
3221,6.0,2
3221,10.0,15
3222,10.0,3
3223,10.0,6
3224,10.0,7
3225,10.0,2
3226,0.0,1
3226,5.0,6
3226,6.0,3
3226,10.0,10
3227,5.0,2
3227,10.0,6
3227,52.0,1
3228,0.0,2
3228,6.0,1
3228,10.0,3
3228,13.0,1
3229,10.0,4
3230,1.0,2
3230,2.0,1
3230,5.0,1
3230,6.0,1
3230,10.0,20
3231,1.0,1
3231,6.0,1
3231,10.0,17
3231,32.0,1
3232,10.0,4
3233,2.0,2
3233,5.0,2
3233,10.0,21
3234,1.0,3
3234,2.0,1
3234,3.0,2
3234,5.0,3
3234,6.0,2
3234,10.0,22
3234,51.0,1
3235,10.0,8
3236,2.0,1
3236,5.0,7
3236,10.0,19
3237,5.0,3
3237,10.0,5
3238,1.0,1
3238,5.0,1
3238,10.0,13
3238,13.0,1
3239,10.0,1
3240,5.0,5
3240,10.0,2
3240,13.0,1
3241,5.0,2
3241,6.0,1
3241,10.0,8
3242,0.0,1
3242,2.0,1
3242,5.0,9
3242,6.0,1
3242,10.0,16
3242,13.0,2
3243,5.0,5
3243,10.0,6
3244,0.0,1
3244,3.0,2
3244,5.0,3
3244,7.0,1
3244,10.0,12
3244,13.0,1
3244,51.0,1
3245,2.0,4
3245,5.0,6
3245,10.0,16
3246,5.0,2
3246,10.0,13
3247,0.0,4
3247,1.0,2
3247,5.0,23
3247,6.0,1
3247,10.0,24
3248,0.0,2
3248,1.0,6
3248,6.0,1
3248,10.0,6
3249,10.0,8
3250,2.0,1
3250,5.0,6
3250,10.0,12
3251,10.0,12
3252,0.0,2
3252,1.0,1
3252,5.0,3
3252,10.0,24
3253,1.0,1
3253,5.0,3
3253,10.0,15
3254,1.0,1
3254,10.0,5
3254,13.0,1
3255,6.0,1
3255,10.0,2
3255,12.0,1
3256,1.0,1
3256,2.0,1
3256,5.0,6
3256,6.0,2
3256,10.0,20
3257,10.0,2
3258,2.0,2
3258,5.0,1
3258,10.0,13
3259,2.0,2
3259,5.0,7
3259,10.0,12
3260,1.0,4
3260,2.0,1
3260,5.0,4
3260,10.0,6
3260,13.0,2
3261,5.0,5
3261,6.0,2
3261,10.0,4
3261,13.0,1
3262,10.0,2
3263,10.0,3
3264,1.0,1
3264,10.0,9
3265,10.0,7
3266,0.0,2
3266,5.0,7
3266,6.0,14
3266,10.0,20
3266,13.0,1
3267,10.0,2
3268,10.0,4
3269,5.0,6
3269,10.0,14
3270,5.0,8
3270,10.0,13
3270,12.0,1
3271,10.0,2
3272,0.0,1
3272,10.0,6
3272,13.0,1
3273,10.0,5
3274,10.0,3
3275,0.0,1
3275,1.0,2
3275,2.0,4
3275,5.0,18
3275,6.0,1
3275,10.0,13
3276,5.0,2
3276,6.0,1
3276,10.0,5
3277,0.0,2
3277,1.0,3
3277,2.0,1
3277,5.0,2
3277,10.0,10
3278,2.0,1
3278,5.0,8
3278,10.0,38
3279,0.0,1
3279,5.0,10
3279,10.0,18
3279,14.0,1
3280,5.0,3
3280,10.0,12
3281,1.0,1
3281,10.0,6
3282,5.0,1
3282,10.0,9
3283,0.0,1
3283,2.0,3
3283,5.0,9
3283,6.0,1
3283,10.0,6
3283,13.0,2
3284,5.0,3
3284,10.0,18
3284,13.0,1
3285,0.0,1
3285,2.0,1
3285,5.0,2
3285,10.0,7
3286,0.0,1
3286,2.0,1
3286,7.0,3
3286,10.0,8
3286,13.0,1
3286,33.0,1
3287,0.0,1
3287,1.0,3
3287,5.0,9
3287,6.0,1
3287,7.0,1
3287,10.0,20
3288,1.0,3
3288,2.0,1
3288,5.0,4
3288,6.0,3
3288,10.0,17
3288,13.0,2
3289,1.0,2
3289,5.0,1
3289,10.0,10
3290,10.0,3
3291,0.0,3
3291,2.0,1
3291,5.0,3
3291,10.0,2
3291,51.0,1
3292,10.0,3
3293,1.0,1
3293,10.0,11
3294,5.0,9
3294,10.0,7
3295,1.0,5
3295,5.0,2
3295,10.0,7
3295,13.0,1
3296,1.0,4
3296,5.0,21
3296,10.0,19
3296,13.0,1
3297,5.0,7
3297,6.0,1
3297,10.0,3
3298,5.0,3
3298,10.0,6
3298,13.0,2
3299,0.0,1
3299,5.0,6
3299,6.0,2
3299,10.0,8
3300,0.0,5
3300,10.0,37
3301,0.0,1
3301,5.0,14
3301,6.0,3
3301,10.0,22
3301,13.0,1
3302,0.0,1
3302,10.0,4
3303,2.0,2
3303,5.0,5
3303,6.0,1
3303,10.0,21
3304,2.0,2
3304,5.0,1
3304,10.0,13
3305,5.0,1
3305,6.0,1
3305,10.0,9
3306,0.0,2
3306,5.0,6
3306,10.0,7
3307,0.0,4
3307,5.0,6
3307,10.0,1
3308,0.0,4
3308,1.0,5
3308,2.0,3
3308,10.0,18
3308,13.0,2
3309,10.0,7
3310,2.0,1
3310,5.0,3
3310,6.0,2
3310,10.0,18
3311,0.0,1
3311,1.0,2
3311,2.0,2
3311,5.0,17
3311,6.0,1
3311,10.0,14
3312,5.0,5
3312,10.0,27
3313,1.0,2
3313,2.0,5
3313,5.0,31
3313,7.0,1
3313,10.0,33
3314,0.0,1
3314,2.0,1
3314,5.0,11
3314,6.0,2
3314,10.0,24
3314,51.0,1
3315,6.0,1
3315,10.0,1
3316,0.0,3
3316,5.0,1
3316,10.0,1
3317,0.0,1
3317,5.0,2
3317,6.0,1
3317,10.0,9
3318,0.0,1
3318,1.0,1
3318,2.0,1
3318,5.0,46
3318,10.0,26
3319,10.0,16
3320,1.0,4
3320,10.0,18
3320,51.0,1
3321,0.0,2
3321,1.0,2
3321,2.0,2
3321,5.0,3
3321,10.0,1
3321,12.0,1
3321,13.0,1
3322,0.0,3
3322,1.0,1
3322,5.0,5
3322,10.0,17
3323,6.0,10
3323,10.0,21
3324,0.0,5
3324,1.0,15
3324,2.0,2
3324,3.0,2
3324,5.0,8
3324,7.0,1
3324,10.0,20
3324,12.0,1
3324,14.0,1
3324,51.0,14
3325,0.0,1
3325,1.0,1
3325,5.0,4
3325,6.0,1
3325,10.0,29
3326,0.0,1
3326,1.0,5
3326,2.0,1
3326,10.0,18
3327,0.0,1
3327,10.0,25
3328,5.0,7
3328,6.0,2
3328,10.0,7
3328,13.0,2
3329,1.0,1
3329,10.0,21
3329,12.0,1
3330,0.0,5
3330,5.0,34
3330,10.0,47
3331,0.0,1
3331,2.0,1
3331,10.0,4
3332,1.0,4
3332,5.0,2
3332,6.0,5
3332,10.0,8
3333,0.0,1
3333,1.0,9
3333,2.0,1
3333,5.0,12
3333,6.0,1
3333,10.0,6
3334,10.0,4
3335,2.0,1
3335,6.0,1
3335,10.0,1
3335,13.0,1
3336,10.0,4
3337,1.0,2
3337,6.0,3
3337,10.0,6
3338,1.0,1
3338,5.0,2
3338,10.0,3
3339,10.0,3
3340,2.0,1
3340,5.0,5
3340,10.0,7
3341,0.0,4
3341,1.0,3
3341,3.0,2
3341,5.0,5
3341,6.0,1
3341,10.0,10
3342,1.0,2
3342,5.0,6
3342,10.0,7
3343,0.0,1
3343,5.0,5
3343,10.0,7
3344,0.0,1
3344,10.0,6
3344,13.0,1
3345,2.0,1
3345,10.0,2
3346,2.0,2
3346,5.0,5
3346,10.0,12
3347,0.0,1
3347,10.0,2
3348,5.0,12
3348,6.0,1
3348,10.0,18
3348,12.0,2
3349,5.0,2
3349,6.0,1
3349,10.0,14
3349,13.0,2
3349,54.0,1
3350,0.0,1
3350,1.0,3
3350,5.0,3
3350,6.0,3
3350,7.0,1
3350,10.0,9
3350,13.0,4
3351,1.0,2
3351,5.0,5
3351,10.0,14
3351,13.0,2
3352,0.0,1
3352,10.0,10
3353,6.0,3
3353,10.0,2
3354,5.0,8
3354,7.0,1
3354,10.0,13
3355,6.0,1
3355,7.0,1
3355,10.0,15
3356,0.0,1
3356,5.0,21
3356,10.0,17
3356,12.0,1
3357,2.0,4
3357,5.0,1
3357,10.0,1
3358,5.0,2
3358,10.0,13
3359,0.0,1
3359,5.0,9
3359,10.0,11
3359,13.0,1
3360,10.0,7
3361,0.0,1
3361,2.0,10
3361,5.0,9
3361,10.0,14
3362,0.0,2
3362,2.0,1
3362,5.0,2
3362,10.0,28
3363,0.0,1
3363,5.0,3
3363,6.0,2
3363,10.0,11
3363,13.0,1
3364,0.0,1
3364,2.0,16
3364,5.0,5
3364,10.0,10
3365,5.0,4
3365,10.0,7
3365,13.0,1
3366,1.0,1
3366,10.0,5
3367,10.0,5
3368,5.0,4
3368,6.0,1
3368,10.0,8
3369,2.0,1
3369,10.0,1
3370,0.0,2
3370,1.0,1
3370,2.0,1
3370,5.0,2
3370,6.0,7
3370,10.0,19
3370,51.0,8
3371,1.0,12
3371,2.0,8
3371,10.0,6
3372,5.0,1
3372,6.0,2
3372,10.0,7
3372,13.0,1
3373,1.0,2
3373,5.0,6
3373,10.0,10
3373,13.0,1
3374,10.0,6
3375,0.0,1
3375,5.0,16
3375,10.0,27
3375,13.0,1
3376,10.0,16
3376,13.0,1
3377,1.0,2
3377,5.0,1
3377,10.0,2
3378,10.0,8
3378,13.0,1
3379,1.0,3
3379,5.0,1
3379,10.0,13
3380,1.0,10
3380,5.0,5
3380,6.0,11
3380,7.0,2
3380,10.0,9
3380,51.0,2
3381,5.0,1
3381,6.0,1
3381,10.0,3
3381,13.0,1
3382,0.0,1
3382,1.0,5
3382,2.0,1
3382,10.0,17
3383,5.0,2
3383,10.0,5
3384,5.0,7
3384,6.0,2
3384,7.0,1
3384,10.0,11
3384,13.0,2
3385,5.0,5
3385,10.0,5
3386,1.0,7
3386,10.0,13
3387,1.0,1
3387,5.0,1
3387,10.0,33
3388,0.0,1
3388,5.0,5
3388,6.0,1
3388,10.0,12
3389,5.0,7
3389,10.0,27
3389,13.0,1
3390,0.0,1
3390,5.0,3
3390,6.0,1
3390,10.0,14
3391,5.0,11
3391,10.0,22
3392,1.0,1
3392,6.0,1
3392,13.0,1
3393,5.0,1
3393,6.0,5
3394,6.0,1
3394,10.0,4
3395,2.0,6
3395,10.0,5
3396,1.0,2
3396,10.0,6
3397,10.0,31
3397,13.0,1
3398,1.0,5
3398,5.0,3
3398,10.0,16
3399,0.0,1
3399,5.0,26
3399,10.0,16
3399,13.0,1
3400,10.0,8
3401,10.0,3
3402,6.0,2
3402,10.0,4
3403,5.0,5
3403,10.0,5
3404,5.0,11
3404,10.0,2
3404,13.0,3
3405,5.0,12
3405,10.0,12
3405,13.0,1
3406,1.0,4
3406,6.0,2
3406,10.0,3
3406,32.0,2
3407,5.0,2
3407,10.0,12
3407,13.0,1
3408,1.0,1
3408,10.0,9
3409,0.0,1
3409,2.0,7
3409,5.0,7
3409,10.0,14
3410,8.0,2
3410,10.0,1
3411,10.0,8
3412,1.0,22
3412,5.0,8
3412,6.0,4
3412,10.0,43
3412,13.0,4
3412,17.0,3
3413,10.0,4
3414,0.0,1
3414,2.0,1
3414,10.0,4
3414,13.0,1
3415,2.0,1
3415,10.0,3
3416,5.0,3
3416,6.0,1
3416,10.0,12
3417,5.0,4
3417,10.0,5
3417,13.0,3
3418,10.0,7
3418,13.0,1
3419,0.0,1
3419,1.0,2
3419,6.0,2
3419,10.0,4
3420,0.0,1
3420,2.0,1
3420,5.0,1
3420,10.0,11
3421,0.0,2
3421,1.0,5
3421,5.0,1
3421,6.0,8
3421,10.0,11
3422,10.0,10
3423,10.0,27
3424,6.0,1
3424,10.0,11
3425,1.0,7
3425,2.0,1
3425,5.0,2
3425,10.0,4
3425,13.0,1
3426,0.0,1
3426,1.0,1
3426,5.0,1
3426,6.0,1
3426,10.0,9
3427,10.0,9
3428,5.0,17
3428,6.0,1
3428,10.0,19
3429,0.0,2
3429,1.0,2
3429,2.0,9
3429,4.0,1
3429,5.0,12
3429,6.0,3
3429,8.0,1
3429,10.0,4
3429,13.0,1
3430,5.0,2
3430,6.0,5
3430,10.0,2
3431,0.0,3
3431,1.0,1
3431,2.0,6
3431,10.0,4
3432,0.0,1
3432,1.0,2
3432,5.0,4
3432,10.0,12
3432,13.0,1
3433,5.0,17
3433,6.0,3
3433,10.0,16
3434,0.0,2
3434,10.0,8
3435,5.0,1
3435,10.0,5
3436,2.0,1
3436,6.0,1
3436,10.0,4
3436,12.0,1
3436,17.0,1
3437,5.0,4
3437,10.0,8
3438,1.0,1
3438,10.0,10
3439,0.0,1
3439,2.0,3
3439,5.0,9
3439,10.0,11
3440,0.0,1
3440,6.0,1
3440,10.0,17
3441,0.0,3
3441,1.0,10
3441,2.0,4
3441,10.0,38
3442,2.0,1
3442,5.0,4
3442,6.0,1
3442,10.0,23
3442,13.0,1
3443,10.0,13
3444,0.0,3
3444,1.0,2
3444,5.0,10
3444,6.0,2
3444,10.0,14
3444,51.0,2
3445,5.0,7
3445,6.0,2
3445,10.0,22
3445,13.0,1
3446,2.0,2
3446,5.0,9
3446,10.0,12
3447,0.0,1
3447,2.0,2
3447,5.0,8
3447,6.0,2
3447,10.0,3
3447,13.0,3
3448,1.0,3
3448,6.0,2
3448,10.0,4
3449,0.0,2
3449,5.0,1
3449,6.0,1
3449,10.0,5
3450,1.0,1
3450,2.0,1
3450,5.0,20
3450,6.0,1
3450,10.0,16
3451,0.0,1
3451,10.0,7
3452,5.0,1
3452,10.0,21
3453,1.0,3
3453,5.0,2
3453,10.0,10
3454,10.0,84
3454,13.0,2
3455,10.0,11
3456,0.0,2
3456,10.0,13
3457,10.0,4
3458,0.0,1
3458,5.0,13
3458,10.0,53
3459,5.0,1
3459,10.0,15
3460,5.0,2
3460,10.0,8
3461,2.0,7
3461,10.0,5
3462,0.0,1
3463,2.0,3
3463,6.0,1
3463,10.0,9
3464,1.0,1
3464,5.0,8
3464,7.0,1
3464,10.0,8
3464,13.0,1
3465,1.0,3
3465,10.0,7
3466,0.0,3
3466,5.0,4
3466,10.0,16
3466,13.0,1
3467,1.0,3
3467,10.0,12
3468,10.0,4
3468,13.0,3
3469,0.0,1
3469,1.0,4
3469,5.0,2
3469,10.0,7
3470,2.0,1
3470,6.0,2
3470,10.0,2
3470,13.0,1
3471,0.0,1
3471,2.0,5
3471,5.0,1
3471,10.0,21
3472,0.0,1
3472,5.0,2
3472,10.0,6
3472,12.0,1
3473,0.0,1
3473,1.0,1
3473,5.0,2
3473,10.0,14
3473,12.0,1
3474,5.0,5
3474,6.0,1
3474,10.0,11
3474,13.0,1
3475,1.0,1
3475,2.0,1
3475,10.0,6
3476,6.0,1
3476,51.0,2
3477,2.0,4
3477,5.0,4
3477,10.0,11
3477,13.0,1
3478,0.0,1
3478,1.0,2
3478,2.0,3
3478,5.0,1
3478,10.0,24
3478,13.0,1
3479,1.0,1
3479,5.0,2
3479,10.0,5
3479,51.0,3
3480,0.0,3
3480,2.0,2
3480,5.0,14
3480,10.0,19
3481,0.0,1
3481,1.0,2
3481,2.0,2
3481,5.0,8
3481,10.0,21
3482,6.0,1
3482,7.0,1
3482,10.0,5
3483,2.0,1
3483,5.0,4
3483,10.0,9
3484,6.0,1
3484,10.0,3
3485,2.0,3
3485,5.0,5
3485,10.0,12
3486,10.0,8
3486,13.0,1
3487,1.0,3
3487,5.0,2
3487,6.0,1
3487,10.0,2
3487,13.0,3
3488,1.0,1
3488,6.0,1
3488,10.0,1
3489,1.0,2
3489,6.0,2
3489,10.0,6
3489,13.0,2
3490,1.0,1
3490,5.0,1
3490,10.0,14
3490,13.0,2
3491,1.0,1
3491,5.0,4
3491,6.0,1
3491,10.0,6
3492,0.0,1
3492,5.0,3
3492,10.0,9
3492,12.0,1
3492,13.0,1
3493,0.0,1
3493,5.0,7
3493,6.0,2
3493,10.0,12
3494,0.0,2
3494,2.0,1
3494,5.0,3
3494,6.0,1
3494,10.0,7
3495,0.0,1
3495,1.0,2
3495,5.0,20
3495,6.0,3
3495,10.0,31
3495,13.0,1
3495,17.0,1
3495,51.0,2
3496,1.0,2
3496,6.0,2
3496,10.0,3
3497,5.0,1
3497,10.0,9
3498,5.0,3
3498,10.0,6
3499,0.0,1
3499,2.0,1
3499,5.0,13
3499,6.0,1
3499,10.0,3
3500,2.0,10
3500,4.0,1
3500,5.0,25
3500,6.0,1
3500,10.0,7
3500,12.0,1
3501,10.0,31
3502,0.0,2
3502,1.0,1
3502,5.0,3
3502,6.0,1
3502,10.0,3
3503,0.0,1
3503,5.0,5
3503,10.0,20
3504,1.0,2
3504,2.0,3
3504,10.0,8
3505,0.0,1
3505,10.0,10
3506,10.0,3
3507,5.0,4
3507,10.0,3
3508,2.0,1
3508,10.0,4
3509,5.0,1
3509,10.0,9
3509,13.0,3
3510,1.0,1
3510,6.0,3
3510,10.0,11
3511,0.0,5
3511,1.0,3
3511,5.0,34
3511,6.0,3
3511,10.0,33
3511,51.0,1
3512,0.0,3
3512,10.0,8
3513,0.0,1
3513,5.0,1
3513,10.0,14
3514,2.0,1
3514,5.0,4
3514,6.0,2
3514,10.0,16
3515,5.0,8
3515,6.0,3
3515,10.0,13
3515,13.0,1
3516,5.0,9
3516,10.0,10
3517,2.0,1
3517,5.0,14
3517,6.0,1
3517,10.0,16
3518,1.0,1
3518,5.0,3
3518,10.0,19
3518,13.0,1
3519,0.0,1
3519,1.0,1
3519,2.0,2
3519,5.0,2
3519,6.0,2
3519,10.0,6
3519,13.0,3
3520,10.0,4
3521,10.0,1
3521,13.0,2
3522,5.0,8
3522,6.0,2
3522,10.0,18
3522,13.0,4
3523,6.0,1
3523,10.0,6
3524,5.0,3
3524,10.0,9
3525,1.0,2
3525,5.0,5
3525,10.0,33
3525,13.0,2
3526,5.0,9
3526,10.0,11
3526,12.0,1
3527,1.0,1
3527,2.0,1
3527,5.0,6
3527,6.0,1
3527,10.0,6
3527,13.0,1
3528,5.0,3
3528,10.0,12
3528,13.0,3
3529,0.0,1
3529,1.0,3
3529,3.0,1
3529,5.0,6
3529,6.0,5
3529,10.0,21
3530,5.0,4
3530,10.0,12
3531,0.0,1
3531,1.0,1
3531,5.0,4
3531,10.0,6
3532,0.0,2
3532,5.0,11
3532,6.0,1
3532,10.0,35
3532,13.0,3
3533,5.0,4
3533,10.0,4
3534,10.0,11
3535,0.0,1
3535,5.0,14
3535,6.0,1
3535,10.0,14
3536,10.0,7
3537,6.0,1
3537,13.0,3
3538,5.0,3
3538,6.0,1
3538,10.0,2
3539,5.0,17
3539,6.0,1
3539,10.0,6
3541,5.0,5
3541,6.0,1
3541,10.0,12
3542,0.0,1
3542,10.0,3
3543,5.0,8
3543,10.0,29
3544,10.0,6
3545,0.0,1
3545,1.0,7
3545,5.0,24
3545,6.0,6
3545,10.0,39
3545,13.0,6
3546,5.0,1
3546,10.0,12
3547,5.0,16
3547,6.0,1
3547,10.0,4
3547,13.0,1
3548,2.0,3
3548,6.0,1
3548,10.0,6
3548,13.0,1
3549,5.0,2
3549,10.0,8
3550,0.0,3
3550,1.0,1
3550,10.0,18
3550,13.0,1
3550,51.0,1
3551,5.0,2
3551,6.0,1
3551,10.0,1
3552,1.0,2
3552,5.0,1
3552,10.0,11
3552,13.0,1
3553,1.0,2
3553,2.0,5
3553,5.0,4
3553,10.0,15
3554,0.0,2
3554,2.0,1
3554,6.0,1
3554,10.0,10
3555,5.0,9
3555,6.0,4
3555,10.0,15
3555,13.0,3
3556,2.0,1
3556,5.0,2
3556,6.0,2
3556,10.0,4
3558,5.0,4
3558,6.0,1
3558,10.0,11
3558,13.0,1
3559,0.0,1
3559,10.0,25
3559,13.0,2
3560,0.0,2
3560,5.0,2
3560,10.0,1
3561,2.0,1
3561,10.0,11
3562,1.0,2
3562,5.0,1
3562,10.0,8
3563,6.0,1
3563,10.0,2
3564,0.0,1
3564,10.0,8
3564,13.0,1
3565,6.0,1
3565,10.0,4
3565,13.0,1
3566,2.0,3
3566,10.0,3
3567,5.0,4
3567,6.0,1
3567,10.0,8
3568,2.0,6
3568,10.0,7
3569,0.0,1
3569,1.0,1
3569,5.0,7
3569,6.0,2
3569,10.0,7
3570,0.0,1
3570,6.0,2
3570,10.0,4
3571,1.0,6
3571,5.0,7
3571,10.0,3
3571,13.0,1
3572,0.0,2
3572,1.0,2
3572,2.0,1
3572,3.0,1
3572,5.0,11
3572,10.0,25
3573,5.0,28
3573,10.0,33
3574,10.0,6
3575,0.0,2
3575,6.0,3
3575,10.0,5
3575,13.0,2
3576,1.0,1
3576,5.0,4
3576,10.0,15
3577,5.0,1
3577,10.0,15
3577,13.0,1
3578,5.0,2
3578,10.0,5
3579,0.0,1
3579,5.0,6
3579,10.0,10
3579,13.0,1
3580,0.0,3
3580,5.0,3
3580,6.0,2
3580,10.0,28
3581,5.0,4
3581,10.0,5
3582,10.0,4
3582,13.0,1
3583,0.0,1
3583,5.0,4
3583,10.0,33
3584,5.0,1
3584,6.0,2
3584,10.0,4
3584,13.0,2
3585,10.0,3
3586,6.0,1
3586,10.0,2
3587,0.0,3
3587,1.0,4
3587,5.0,1
3587,10.0,22
3588,1.0,21
3588,2.0,2
3588,5.0,29
3588,10.0,22
3588,13.0,2
3589,10.0,1
3590,0.0,1
3590,5.0,3
3590,10.0,3
3591,2.0,3
3591,5.0,3
3591,6.0,2
3591,10.0,21
3591,13.0,2
3592,5.0,6
3592,6.0,7
3592,10.0,24
3592,13.0,3
3593,0.0,1
3593,6.0,3
3593,10.0,4
3594,0.0,1
3594,1.0,5
3594,10.0,10
3595,6.0,1
3595,10.0,2
3595,13.0,1
3595,17.0,1
3596,5.0,1
3596,10.0,5
3597,0.0,2
3597,1.0,1
3597,2.0,2
3597,5.0,23
3597,6.0,2
3597,10.0,25
3597,13.0,4
3597,41.0,1
3598,0.0,1
3598,5.0,3
3598,6.0,11
3598,10.0,17
3598,13.0,3
3599,0.0,1
3599,1.0,3
3599,2.0,1
3599,3.0,1
3599,5.0,5
3599,6.0,1
3599,10.0,5
3600,0.0,2
3600,1.0,3
3600,6.0,4
3600,10.0,2
3600,13.0,3
3601,5.0,1
3601,10.0,8
3602,10.0,19
3602,13.0,2
3603,0.0,1
3603,5.0,3
3603,10.0,25
3603,13.0,1
3604,0.0,1
3604,1.0,11
3604,5.0,4
3604,6.0,3
3604,10.0,11
3604,13.0,1
3605,0.0,1
3605,1.0,1
3605,2.0,3
3605,10.0,8
3605,13.0,1
3606,0.0,1
3606,1.0,4
3606,10.0,2
3607,0.0,2
3607,2.0,4
3607,5.0,6
3607,6.0,2
3607,10.0,44
3607,13.0,4
3608,5.0,1
3608,10.0,7
3608,13.0,1
3609,0.0,1
3609,1.0,2
3609,5.0,9
3609,10.0,10
3610,6.0,1
3610,10.0,10
3611,5.0,5
3611,10.0,14
3612,0.0,2
3612,6.0,3
3612,7.0,1
3612,10.0,3
3613,2.0,1
3613,5.0,2
3613,10.0,13
3614,5.0,9
3614,10.0,28
3615,5.0,9
3615,10.0,4
3616,5.0,4
3616,10.0,7
3616,13.0,1
3617,5.0,1
3617,10.0,3
