customer_no,owner_indic,acct_type,count
1737,1,5,1
1737,1,10,1
1738,1,10,3
1738,1,5,1
1738,1,13,1
1739,1,10,3
1739,1,0,1
1740,1,10,12
1740,1,7,5
1740,1,5,2
1740,1,6,1
1740,4,5,1
1741,1,10,4
1741,1,6,1
1741,3,3,1
1742,1,10,22
1742,1,5,3
1742,1,13,1
1743,1,10,1
1744,1,10,3
1744,1,13,1
1745,1,10,5
1745,1,5,1
1745,1,12,1
1746,1,10,4
1746,1,5,3
1747,1,10,3
1747,1,6,2
1747,1,0,1
1747,1,13,1
1748,1,1,5
1748,1,6,3
1748,1,0,1
1749,1,10,2
1749,1,5,1
1749,1,13,1
1750,1,10,4
1750,1,6,2
1750,3,2,1
1751,1,10,3
1751,1,1,2
1751,1,6,1
1751,4,13,1
1752,1,10,6
1753,1,10,2
1753,1,1,1
1753,4,2,1
1754,1,5,3
1754,1,10,3
1754,1,13,1
1755,1,10,4
1756,1,10,1
1757,1,6,4
1757,1,10,3
1757,1,13,1
1758,1,10,5
1759,1,0,2
1759,1,10,2
1760,1,10,5
1760,1,5,2
1760,1,0,1
1760,1,13,1
1761,1,6,9
1762,1,5,3
1762,1,10,2
1763,1,10,4
1763,1,5,1
1763,1,6,1
1764,1,7,1
1764,1,10,1
1764,4,13,1
1765,1,10,6
1765,1,1,3
1765,1,6,2
1765,1,0,1
1765,1,5,1
1765,1,32,1
1765,3,1,1
1765,4,1,1
1766,1,5,3
1766,1,1,2
1766,1,10,2
1766,4,13,1
1767,1,10,6
1767,1,5,2
1767,1,1,1
1767,1,13,1
1767,4,2,1
1767,4,13,1
1768,1,5,2
1768,1,2,1
1768,1,10,1
1769,1,10,5
1769,1,1,1
1769,1,2,1
1769,4,2,2
1770,1,10,3
1770,1,0,2
1770,1,3,2
1770,1,6,1
1771,1,0,1
1772,1,10,2
1773,1,6,2
1773,1,10,1
1773,2,10,1
1774,1,10,7
1774,1,5,2
1774,1,6,1
1775,1,10,2
1775,1,0,1
1775,1,6,1
1776,1,10,4
1776,1,0,1
1776,1,5,1
1777,1,1,2
1777,1,10,1
1778,1,10,3
1778,1,53,1
1779,1,10,3
1779,1,6,2
1780,1,10,2
1780,1,13,1
1781,1,6,18
1781,1,7,14
1781,1,5,4
1781,1,13,4
1781,1,1,2
1781,1,10,1
1782,1,10,8
1782,1,5,1
1783,1,10,8
1783,1,3,2
1783,1,1,1
1783,4,2,5
1784,1,10,6
1784,1,0,1
1784,1,1,1
1784,1,6,1
1784,1,15,1
1785,1,10,7
1785,1,1,1
1786,1,10,3
1786,1,5,1
1786,1,6,1
1787,1,10,3
1787,1,6,1
1788,1,10,3
1788,1,1,2
1788,1,13,2
1788,1,6,1
1789,1,10,12
1789,1,6,2
1789,1,12,1
1790,1,10,5
1790,1,0,1
1790,4,13,1
1791,1,5,3
1791,1,10,3
1791,1,8,1
1791,1,13,1
1791,4,8,2
1792,1,10,9
1792,1,6,5
1792,1,5,2
1792,2,10,2
1792,3,2,1
1792,4,13,1
1793,1,10,3
1794,1,10,12
1794,1,5,1
1794,1,13,1
1794,2,10,1
1795,1,6,8
1795,1,10,3
1795,1,13,3
1795,1,1,2
1795,1,5,1
1796,1,10,2
1797,1,10,20
1797,1,6,12
1798,1,10,2
1798,1,6,1
1799,1,10,5
1799,1,1,1
1799,1,13,1
1800,1,10,3
1800,1,6,2
1801,1,10,4
1802,1,10,11
1802,1,1,1
1802,1,5,1
1802,1,32,1
1802,4,2,2
1803,1,10,5
1803,1,0,1
1803,1,5,1
1803,1,13,1
1804,1,10,2
1804,1,5,1
1805,1,10,5
1805,1,5,2
1805,1,6,1
1805,1,13,1
1806,1,10,6
1806,1,5,3
1806,1,6,1
1806,4,2,1
1807,1,10,5
1807,1,54,1
1807,2,10,2
1808,1,10,6
1808,1,0,2
1809,1,10,5
1809,1,13,1
1810,1,10,4
1810,1,5,2
1810,1,13,1
1811,1,10,2
1811,1,1,1
1812,1,0,2
1812,1,10,2
1812,1,6,1
1813,1,10,2
1814,1,10,1
1815,1,10,4
1815,1,5,2
1816,1,10,2
1816,4,13,1
1817,1,10,4
1817,1,0,3
1817,1,13,1
1818,1,10,5
1818,1,6,4
1818,1,5,2
1819,1,10,6
1819,1,6,2
1819,1,0,1
1820,1,10,4
1820,1,51,2
1820,1,1,1
1820,1,5,1
1820,4,2,1
1821,1,6,9
1821,1,10,7
1821,1,5,1
1822,1,5,3
1822,1,6,3
1822,1,7,3
1823,1,10,3
1824,1,6,4
1824,1,10,4
1824,1,13,2
1825,1,6,6
1825,1,10,6
1825,1,5,3
1826,1,10,6
1827,1,1,1
1827,1,10,1
1827,1,15,1
1828,1,7,10
1828,1,10,3
1828,1,6,2
1828,1,1,1
1828,1,5,1
1828,1,13,1
1829,1,6,4
1829,1,10,2
1830,1,10,6
1830,1,6,2
1831,1,10,6
1831,1,6,3
1831,1,13,3
1831,1,51,3
1831,1,5,2
1831,1,1,1
1832,1,10,6
1832,1,6,5
1832,1,5,4
1832,1,1,1
1833,1,10,3
1833,1,13,1
1834,1,10,7
1834,1,5,2
1835,1,10,12
1835,4,2,1
1836,1,10,5
1836,1,5,4
1837,1,10,10
1837,1,6,2
1837,1,1,1
1837,1,12,1
1837,1,13,1
1838,1,6,6
1838,1,10,5
1838,1,1,1
1838,1,13,1
1839,1,2,1
1839,1,10,1
1840,1,10,3
1840,1,5,1
1841,1,10,14
1841,1,0,1
1841,1,2,1
1841,1,5,1
1841,1,6,1
1842,1,10,4
1842,1,0,1
1843,1,6,3
1843,1,10,2
1844,1,10,12
1844,1,1,1
1844,1,13,1
1844,4,2,1
1845,1,10,3
1846,1,10,2
1847,1,10,3
1848,1,10,3
1848,1,5,1
1848,1,13,1
1849,1,5,10
1849,1,10,5
1849,1,13,1
1850,1,10,5
1850,1,13,1
1851,1,7,12
1851,1,10,7
1851,4,2,2
1852,1,10,2
1853,1,10,3
1853,1,2,1
1854,1,10,2
1854,1,13,1
1854,1,32,1
1855,1,10,2
1855,1,2,1
1855,1,6,1
1855,1,12,1
1855,4,2,1
1856,1,10,2
1856,1,13,1
1857,1,10,4
1857,4,2,1
1858,1,10,2
1859,1,10,2
1859,1,5,1
1860,1,10,2
1861,1,10,3
1861,1,5,2
1861,1,6,2
1861,1,1,1
1862,1,10,5
1862,1,5,2
1862,1,6,1
1862,1,13,1
1863,1,1,1
1863,1,10,1
1864,1,10,10
1864,1,5,9
1865,1,10,5
1865,1,5,1
1866,1,10,2
1866,1,1,1
1867,1,5,1
1867,1,6,1
1868,1,10,4
1868,1,5,1
1868,2,10,1
1869,1,10,3
1869,1,0,1
1869,1,1,1
1870,1,10,6
1870,1,5,4
1870,4,2,1
1871,1,10,8
1871,1,6,3
1871,1,5,2
1871,1,0,1
1871,1,1,1
1871,1,8,1
1872,1,10,2
1873,1,10,2
1873,1,2,1
1873,1,13,1
1874,1,10,14
1874,1,6,4
1874,1,5,2
1874,1,13,2
1874,4,13,1
1875,1,5,6
1875,1,10,3
1876,1,6,9
1876,1,10,5
1876,1,1,4
1876,1,2,1
1876,1,13,1
1877,1,10,6
1877,1,5,1
1878,1,10,7
1878,1,6,5
1878,1,5,2
1878,1,1,1
1878,1,12,1
1878,1,32,1
1878,4,2,1
1879,1,10,2
1879,1,13,1
1880,1,10,14
1880,1,6,5
1880,1,1,2
1880,1,2,1
1881,1,6,2
1881,1,10,1
1882,1,10,2
1882,1,5,1
1883,1,10,2
1883,1,13,1
1884,1,10,10
1884,1,0,2
1884,1,6,2
1885,1,10,4
1885,1,0,1
1885,1,3,1
1885,1,5,1
1885,1,6,1
1886,1,10,5
1886,1,1,1
1886,1,5,1
1886,2,10,2
1887,1,10,7
1887,1,5,4
1887,1,1,1
1887,4,1,1
1888,1,10,6
1889,1,6,1
1889,1,13,1
1889,1,32,1
1890,1,5,2
1890,1,10,2
1890,4,2,1
1891,1,10,5
1892,1,10,1
1892,2,10,1
1893,1,0,1
1893,1,5,1
1894,1,7,5
1894,1,10,3
1894,1,5,1
1894,1,13,1
1895,1,10,2
1896,1,10,4
1897,1,10,4
1897,1,0,2
1897,1,5,1
1897,4,2,1
1898,1,10,2
1899,1,10,17
1899,1,5,3
1899,2,10,1
1899,4,2,2
1899,4,3,1
1900,1,10,5
1900,1,1,1
1901,1,10,2
1902,1,10,9
1902,1,5,6
1902,1,7,6
1902,1,1,1
1902,1,6,1
1903,1,10,2
1903,1,1,1
1903,1,2,1
1904,1,10,8
1905,1,6,2
1905,1,5,1
1905,1,10,1
1906,1,10,9
1906,1,5,5
1906,1,2,3
1906,1,1,2
1906,1,6,1
1907,1,10,2
1908,1,10,5
1908,1,5,2
1909,1,6,19
1909,1,10,15
1909,1,1,2
1909,1,5,2
1909,1,13,1
1909,4,1,3
1910,1,6,3
1910,1,10,3
1911,1,10,2
1912,1,10,1
1913,1,6,1
1913,1,7,1
1914,1,6,5
1914,1,10,3
1914,1,13,1
1914,4,2,1
1915,1,10,2
1915,1,6,1
1916,1,10,3
1916,1,13,1
1917,1,10,4
1917,1,5,1
1917,4,13,1
1918,1,10,6
1919,1,10,10
1919,1,5,4
1920,1,6,2
1920,1,13,1
1921,1,10,9
1921,1,5,3
1921,1,6,3
1921,1,0,2
1921,1,1,1
1921,1,13,1
1922,1,10,1
1923,1,10,2
1924,1,10,26
1924,1,5,8
1924,1,6,4
1924,1,0,2
1925,1,7,6
1925,1,0,2
1925,1,10,1
1926,1,10,2
1926,4,13,1
1927,1,10,5
1927,1,13,2
1927,1,0,1
1927,1,1,1
1927,1,6,1
1928,1,10,9
1928,1,5,4
1928,1,13,3
1928,1,6,1
1928,4,1,1
1929,1,10,2
1929,1,5,1
1930,1,10,3
1931,1,10,5
1931,1,2,1
1931,1,6,1
1931,1,13,1
1932,1,10,3
1933,1,0,2
1933,1,10,2
1933,1,1,1
1933,1,13,1
1934,1,10,5
1934,1,5,4
1935,1,10,4
1936,1,10,3
1936,1,5,2
1936,1,6,2
1936,1,13,1
1937,1,10,2
1937,1,2,1
1938,1,10,3
1939,1,10,1
1940,1,1,1
1940,1,10,1
1941,1,1,1
1942,1,10,10
1942,1,1,5
1942,1,5,2
1942,1,6,2
1942,1,13,1
1942,1,51,1
1943,1,10,9
1943,1,1,1
1943,1,5,1
1943,1,6,1
1944,1,1,2
1944,1,10,2
1944,1,6,1
1944,4,2,1
1944,4,5,1
1945,1,10,2
1945,1,0,1
1945,1,13,1
1946,1,0,1
1946,1,1,1
1946,4,2,1
1947,1,10,2
1947,1,0,1
1947,1,1,1
1947,1,5,1
1947,1,13,1
1948,1,5,3
1948,1,10,2
1949,1,10,1
1950,1,10,9
1950,1,5,1
1950,1,6,1
1951,1,10,8
1951,1,6,7
1952,1,10,3
1952,1,5,1
1953,1,10,9
1953,1,5,4
1953,1,6,1
1954,1,10,7
1954,1,6,2
1954,1,1,1
1954,1,13,1
1955,1,6,6
1955,1,10,1
1956,1,0,1
1956,1,2,1
1956,1,10,1
1956,1,13,1
1956,3,1,2
1956,3,2,1
1957,1,6,7
1957,1,10,5
1958,1,10,6
1958,1,5,1
1958,1,13,1
1958,4,2,3
1959,1,5,7
1959,1,10,2
1959,1,1,1
1959,1,6,1
1960,1,10,18
1960,1,0,1
1960,1,5,1
1960,1,13,1
1961,1,10,4
1961,1,1,1
1961,1,6,1
1961,2,10,1
1961,4,10,1
1962,1,10,4
1962,1,6,2
1962,1,1,1
1963,1,10,2
1963,1,1,1
1964,1,10,11
1964,1,6,5
1964,1,7,2
1965,1,10,5
1966,1,1,4
1966,1,10,3
1967,1,10,3
1968,1,10,3
1968,1,5,1
1968,1,13,1
1969,1,10,3
1969,1,7,2
1969,1,1,1
1969,1,5,1
1970,1,6,3
1970,1,10,3
1970,1,5,1
1970,4,2,2
1971,1,10,7
1971,1,0,1
1971,1,7,1
1972,1,10,2
1972,1,1,1
1973,1,10,4
1974,1,10,4
1974,1,5,1
1974,1,13,1
1975,1,1,1
1975,1,5,1
1975,1,10,1
1975,1,13,1
1976,1,10,3
1976,1,5,1
1977,1,10,9
1977,1,5,3
1978,1,6,4
1978,1,10,2
1978,1,1,1
1978,1,13,1
1979,1,10,5
1979,1,0,1
1979,1,1,1
1979,1,4,1
1980,1,10,7
1981,1,10,4
1982,1,5,8
1982,1,10,6
1983,1,10,13
1983,2,10,1
1984,1,10,3
1984,1,2,1
1985,1,10,2
1985,1,5,1
1985,1,13,1
1985,3,1,1
1986,1,10,6
1987,1,10,24
1987,1,5,4
1987,1,2,3
1987,1,0,1
1987,1,12,1
1987,1,13,1
1988,1,10,5
1988,1,5,3
1989,1,5,2
1989,1,10,1
1990,1,10,2
1990,1,13,1
1991,1,10,5
1991,1,1,1
1991,4,13,1
1992,1,10,4
1993,1,10,3
1993,1,5,1
1994,1,10,9
1994,1,6,2
1994,1,5,1
1994,1,7,1
1994,1,12,1
1995,1,10,7
1995,1,5,1
1995,1,6,1
1995,1,13,1
1996,1,10,3
1996,1,6,1
1997,1,10,2
1997,1,2,1
1997,1,5,1
1997,1,13,1
1998,1,10,16
1998,1,5,2
1998,1,12,2
1998,1,0,1
1998,1,1,1
1998,1,2,1
1998,1,13,1
1998,4,2,1
1999,1,10,4
1999,1,2,1
2000,1,10,2
2000,1,13,1
2001,1,10,7
2001,1,0,2
2001,1,1,1
2001,1,6,1
2002,1,10,3
2003,1,5,2
2003,1,10,2
2004,1,10,2
2004,1,5,1
2004,1,6,1
2005,1,10,6
2005,1,0,2
2006,1,10,13
2006,1,0,1
2006,1,5,1
2007,1,10,5
2007,1,6,2
2008,1,10,2
2008,1,6,1
2009,1,10,8
2009,1,13,2
2009,1,5,1
2010,1,10,6
2010,1,5,3
2010,1,1,1
2010,1,6,1
2010,1,32,1
2011,1,10,7
2011,1,6,1
2011,1,32,1
2012,1,10,8
2012,1,5,5
2012,1,1,4
2012,1,6,3
2012,1,0,1
2012,2,10,1
2012,3,51,2
2012,3,5,1
2013,1,6,5
2013,1,10,2
2013,1,5,1
2014,1,10,3
2014,1,6,1
2015,1,10,2
2016,1,10,7
2017,1,10,4
2017,1,5,3
2017,1,6,1
2017,1,13,1
2018,1,10,3
2018,1,5,1
2019,1,10,15
2019,1,2,1
2019,1,5,1
2019,1,6,1
2019,1,12,1
2019,1,35,1
2019,2,10,1
2019,4,2,2
2020,1,6,5
2020,1,10,1
2021,1,10,25
2021,1,1,2
2021,1,5,1
2021,2,10,1
2021,4,3,2
2021,4,2,1
2021,4,51,1
2022,1,10,2
2022,1,0,1
2022,1,5,1
2023,1,10,9
2023,1,1,4
2023,2,10,1
2023,4,1,1
2024,1,0,1
2024,1,1,1
2025,1,10,3
2025,1,5,2
2026,1,10,4
2026,1,5,2
2027,1,10,5
2027,1,0,1
2027,1,1,1
2027,1,6,1
2028,1,10,11
2028,1,5,3
2028,1,0,1
2029,1,6,5
2029,1,5,3
2029,1,7,3
2029,1,10,3
2030,1,6,3
2030,1,10,2
2031,1,10,8
2032,1,10,2
2032,1,6,1
2033,1,10,5
2033,1,5,3
2033,1,13,1
2034,1,6,5
2034,1,10,2
2034,1,54,1
2034,3,1,1
2035,1,10,5
2035,1,5,1
2035,1,6,1
2036,1,10,5
2036,1,5,2
2036,1,13,2
2037,1,10,8
2037,1,0,2
2037,1,2,1
2037,2,10,1
2037,4,2,1
2038,1,10,12
2038,1,5,4
2038,1,0,3
2038,1,2,3
2038,1,6,1
2038,1,13,1
2038,4,2,1
2039,1,10,3
2039,1,0,2
2039,1,6,2
2039,1,1,1
2040,1,10,4
2040,4,5,1
2041,1,10,2
2041,1,13,1
2042,1,10,4
2042,1,5,2
2042,1,6,1
2042,1,13,1
2043,1,10,3
2043,1,5,2
2043,1,7,1
2043,1,53,1
2044,1,10,11
2044,1,1,1
2044,1,2,1
2044,2,10,1
2044,4,1,1
2044,4,2,1
2045,1,10,4
2045,1,1,2
2045,1,6,2
2045,1,13,1
2045,1,32,1
2046,1,1,1
2046,1,10,1
2047,1,10,11
2047,1,6,6
2047,1,1,1
2047,1,2,1
2047,1,5,1
2047,4,8,1
2048,1,10,6
2048,1,6,4
2048,1,5,1
2048,1,13,1
2048,1,15,1
2048,4,1,1
2048,4,2,1
2049,1,10,2
2049,1,1,1
2049,1,2,1
2049,1,5,1
2050,1,5,3
2050,1,10,3
2050,1,6,2
2050,1,8,1
2051,1,10,4
2051,1,5,1
2052,1,10,6
2052,1,5,4
2052,1,6,2
2052,4,13,1
2053,1,10,4
2053,1,5,1
2053,1,7,1
2054,1,10,4
2054,1,0,1
2054,1,5,1
2055,1,10,3
2055,1,5,1
2056,1,10,7
2056,1,2,1
2057,1,10,8
2057,1,6,5
2057,1,5,1
2057,1,13,1
2058,1,6,2
2058,1,10,2
2058,1,1,1
2059,1,10,4
2059,1,13,1
2059,4,13,1
2060,1,10,4
2060,1,2,2
2060,1,6,2
2060,1,13,2
2061,1,10,5
2062,1,10,4
2063,1,5,5
2063,1,10,5
2064,1,10,3
2064,1,5,2
2064,1,51,1
2064,4,5,1
2065,1,6,4
2065,1,10,3
2065,1,1,1
2065,1,5,1
2066,1,10,3
2066,1,32,1
2067,1,10,4
2067,1,5,1
2068,1,10,7
2068,1,12,1
2068,1,15,1
2068,2,10,1
2069,1,10,1
2070,1,6,4
2070,1,10,4
2071,1,10,22
2071,1,1,1
2071,2,10,3
2072,1,10,2
2073,1,10,5
2073,1,32,1
2074,1,10,2
2075,1,10,5
2075,1,6,2
2076,1,10,11
2076,1,1,3
2076,1,32,1
2076,2,10,1
2076,4,2,1
2077,1,10,4
2077,1,5,1
2078,1,10,9
2078,1,5,3
2079,1,10,4
2079,1,6,3
2079,1,1,2
2079,1,5,2
2080,1,10,12
2080,1,5,7
2080,1,0,1
2080,1,1,1
2080,1,2,1
2080,1,12,1
2080,2,10,2
2080,4,2,3
2080,4,1,1
2081,1,5,4
2081,1,6,3
2081,1,10,3
2081,1,13,2
2082,1,10,1
2083,1,10,3
2083,1,0,1
2083,1,1,1
2084,1,5,3
2084,1,10,3
2085,1,10,3
2085,1,6,2
2085,1,5,1
2085,1,7,1
2086,1,10,6
2086,1,13,1
2087,1,5,4
2087,1,10,3
2087,1,1,2
2087,1,6,1
2087,1,13,1
2087,4,2,2
2087,4,8,1
2087,4,54,1
2088,1,10,9
2088,1,5,5
2088,1,3,2
2088,1,1,1
2088,1,6,1
2088,1,13,1
2089,1,10,2
2089,1,5,1
2089,1,6,1
2090,1,10,4
2091,1,5,3
2091,1,10,2
2091,1,13,1
2092,1,10,3
2092,1,1,1
2092,1,2,1
2093,1,5,1
2093,1,10,1
2094,1,10,9
2094,1,0,1
2094,1,5,1
2095,1,10,7
2095,1,6,3
2095,1,1,1
2096,1,10,3
2096,1,5,1
2096,1,13,1
2097,1,10,2
2098,1,10,11
2098,1,5,2
2098,1,1,1
2099,1,5,2
2099,1,10,2
2100,1,10,10
2100,1,13,1
2101,1,10,2
2101,1,5,1
2102,1,10,2
2102,4,2,1
2103,1,10,2
2103,1,5,1
2104,1,10,9
2104,1,6,1
2104,1,13,1
2105,1,5,15
2105,1,10,3
2105,1,6,2
2105,1,7,1
2105,4,2,1
2105,4,5,1
2106,1,10,11
2106,1,51,4
2106,1,5,2
2106,1,0,1
2106,1,2,1
2106,4,51,2
2106,4,2,1
2106,4,6,1
2107,1,10,23
2107,1,5,4
2107,1,6,2
2107,1,0,1
2107,2,10,3
2107,4,2,2
2108,1,6,3
2108,1,10,2
2108,1,5,1
2109,1,10,2
2109,1,5,1
2110,1,10,1
2111,1,5,2
2111,1,10,1
2112,1,5,3
2112,1,10,2
2113,1,10,8
2113,2,10,2
2113,4,2,2
2114,1,10,10
2114,1,1,2
2114,1,0,1
2114,1,13,1
2114,4,0,1
2114,4,1,1
2115,1,5,4
2115,1,10,3
2115,1,6,2
2116,1,10,5
2116,1,5,1
2116,1,7,1
2117,1,10,13
2117,1,0,2
2117,1,1,2
2117,1,5,2
2117,1,2,1
2117,1,6,1
2117,1,13,1
2117,1,17,1
2118,1,5,3
2118,1,10,1
2119,1,10,4
2119,1,6,1
2120,1,10,3
2120,1,1,2
2121,1,10,3
2121,1,5,1
2122,1,10,9
2122,1,5,8
2123,1,10,2
2123,1,32,1
2124,1,10,1
2125,1,6,5
2125,1,13,1
2126,1,10,3
2126,1,5,1
2126,1,13,1
2127,1,10,4
2127,1,5,2
2127,1,6,2
2128,1,10,4
2129,1,10,2
2130,1,10,2
2130,1,13,2
2130,1,5,1
2131,1,6,2
2131,1,1,1
2131,1,10,1
2132,1,0,1
2132,1,10,1
2133,1,10,10
2133,1,1,3
2133,1,51,2
2133,1,2,1
2133,2,10,2
2133,4,2,3
2134,1,10,3
2134,1,13,1
2135,1,13,3
2135,1,10,1
2136,1,10,2
2136,1,13,1
2137,1,2,1
2137,1,6,1
2137,1,13,1
2138,1,10,3
2138,1,12,1
2139,1,10,12
2140,1,10,3
2141,1,10,2
2141,1,1,1
2141,1,2,1
2142,1,10,5
2142,1,5,3
2142,1,13,1
2142,4,5,1
2143,1,10,2
2144,1,10,15
2144,1,5,6
2144,1,12,6
2144,1,0,2
2144,1,2,1
2144,1,13,1
2144,4,2,1
2145,1,10,2
2146,1,10,2
2147,1,3,1
2147,1,10,1
2148,1,1,1
2148,1,10,1
2149,1,10,2
2149,1,2,1
2150,1,10,13
2150,1,0,1
2150,1,2,1
2150,1,5,1
2150,3,2,2
2150,4,1,2
2151,1,10,3
2151,1,0,1
2151,1,1,1
2152,1,10,2
2153,1,10,17
2153,1,5,6
2153,1,0,1
2153,2,10,1
2154,1,6,4
2154,1,10,4
2154,1,5,1
2155,1,10,5
2155,1,5,2
2155,1,0,1
2156,1,10,3
2157,1,10,1
2158,1,10,3
2158,1,6,2
2159,1,10,2
2159,1,5,1
2159,1,6,1
2160,1,5,3
2160,1,10,2
2160,1,6,1
2161,1,10,3
2161,1,5,1
2162,1,13,1
2162,1,51,1
2162,1,54,1
2163,1,10,5
2163,4,2,1
2164,1,0,3
2164,1,6,1
2164,1,10,1
2165,1,10,14
2165,1,5,4
2165,1,6,3
2165,1,1,2
2165,1,0,1
2165,1,2,1
2165,4,0,1
2165,4,2,1
2166,1,10,6
2166,1,1,1
2166,1,5,1
2166,1,6,1
2167,1,10,2
2168,1,10,8
2168,1,0,1
2168,1,2,1
2169,1,10,2
2169,1,1,1
2170,1,10,1
2171,1,1,8
2171,1,10,5
2171,1,13,4
2171,1,32,2
2171,1,2,1
2171,1,5,1
2171,4,5,1
2172,1,10,11
2172,1,5,2
2172,1,6,1
2172,4,2,1
2173,1,10,7
2173,1,5,5
2173,1,0,1
2174,1,10,2
2175,1,10,3
2175,1,5,2
2175,1,13,1
2176,1,10,8
2176,1,5,3
2176,1,0,2
2176,1,12,1
2176,1,13,1
2176,4,2,1
2177,1,10,10
2177,1,6,5
2178,1,6,9
2178,1,10,3
2178,1,5,1
2179,1,10,5
2179,1,2,1
2179,1,13,1
2180,1,10,3
2181,1,10,9
2181,1,5,3
2181,1,0,1
2181,1,2,1
2181,1,6,1
2181,1,12,1
2181,1,13,1
2182,1,10,3
2182,1,5,2
2182,1,0,1
2182,1,6,1
2183,1,10,2
2184,1,10,4
2185,1,10,5
2186,1,10,2
2186,1,5,1
2186,1,6,1
2187,1,10,2
2188,1,6,2
2188,1,10,1
2189,1,10,3
2189,1,5,1
2189,2,10,2
2190,1,10,2
2191,1,10,4
2192,1,10,11
2192,1,2,3
2192,1,5,3
2192,1,6,1
2192,4,2,2
2193,1,10,13
2194,1,6,2
2194,1,10,2
2194,1,1,1
2194,1,13,1
2195,1,10,3
2195,1,13,1
2195,1,32,1
2196,1,10,4
2196,1,2,2
2196,1,0,1
2196,1,6,1
2197,1,10,4
2197,1,0,1
2198,1,6,2
2198,1,10,2
2199,1,6,5
2199,1,10,5
2199,1,5,1
2199,1,13,1
2200,1,10,1
2200,1,13,1
2201,1,10,3
2201,1,5,1
2201,3,13,1
2202,1,10,10
2202,1,6,5
2202,1,5,2
2203,1,10,2
2204,1,10,1
2204,1,13,1
2205,1,10,3
2205,1,5,1
2205,1,13,1
2206,1,10,3
2207,1,10,4
2207,1,5,1
2207,1,6,1
2208,1,10,2
2209,1,10,4
2210,1,10,2
2211,1,10,2
2211,1,1,1
2211,1,6,1
2212,1,10,3
2212,1,1,1
2212,1,2,1
2212,1,5,1
2212,1,13,1
2213,1,5,1
2213,1,10,1
2213,1,13,1
2214,1,10,3
2215,1,10,2
2216,1,10,4
2216,1,5,3
2216,1,1,2
2216,1,6,2
2217,1,10,2
2217,1,6,1
2217,1,13,1
2218,1,10,3
2219,1,10,3
2219,1,6,2
2219,1,13,2
2219,1,2,1
2219,1,5,1
2220,1,10,3
2220,1,5,2
2221,1,10,4
2222,1,10,2
2223,1,5,8
2223,1,10,8
2223,1,0,2
2223,1,1,2
2223,1,3,1
2224,1,10,1
2225,1,10,7
2225,1,5,2
2226,1,10,7
2226,1,5,1
2226,4,13,2
2227,1,10,3
2227,1,6,1
2227,1,13,1
2227,2,10,1
2228,1,6,2
2228,1,10,2
2229,1,0,1
2229,1,3,1
2229,1,10,1
2230,1,10,4
2230,1,6,2
2230,1,0,1
2230,1,5,1
2230,4,1,1
2231,1,10,6
2231,1,2,1
2231,1,5,1
2231,1,6,1
2232,1,10,2
2232,1,0,1
2232,1,5,1
2233,1,10,3
2233,1,2,2
2234,1,10,2
2234,1,6,1
2235,1,10,7
2235,1,5,2
2235,1,6,2
2236,1,10,13
2236,1,5,5
2236,1,6,4
2236,1,13,1
2236,1,14,1
2237,1,10,2
2238,1,5,5
2238,1,10,4
2238,1,6,2
2239,1,10,5
2239,1,5,1
2239,1,13,1
2240,1,10,3
2240,1,5,1
2241,1,10,2
2241,1,0,1
2241,1,5,1
2241,1,6,1
2241,1,13,1
2241,4,13,2
2242,1,10,5
2243,1,6,5
2243,1,10,3
2243,1,5,2
2243,1,13,2
2243,1,1,1
2243,1,7,1
2244,1,10,5
2244,1,1,1
2244,1,2,1
2245,1,10,3
2245,1,6,2
2245,1,5,1
2245,2,10,2
2246,1,10,3
2246,2,10,1
2246,4,1,1
2247,1,10,7
2247,1,5,2
2247,1,13,1
2248,1,6,7
2248,1,7,7
2248,1,10,3
2248,1,5,2
2248,1,1,1
2248,1,13,1
2249,1,10,3
2249,1,5,2
2250,1,10,5
2250,1,5,4
2250,1,6,4
2250,1,7,3
2250,1,3,1
2250,1,13,1
2251,1,10,4
2251,1,13,2
2252,1,5,1
2252,1,10,1
2253,1,10,8
2253,1,6,1
2253,1,12,1
2254,1,10,3
2254,1,5,1
2255,1,10,9
2255,1,6,2
2256,1,10,4
2256,1,2,1
2256,1,6,1
2256,4,2,1
2257,1,10,2
2257,1,13,1
2258,1,10,5
2259,1,10,5
2260,1,10,5
2261,1,10,2
2261,1,32,1
2262,1,6,4
2262,1,1,3
2262,1,5,2
2262,1,10,2
2262,1,2,1
2262,4,3,1
2263,1,5,1
2263,1,10,1
2263,1,13,1
2264,1,10,13
2264,1,5,1
2264,2,10,1
2265,1,10,6
2265,1,0,1
2265,1,5,1
2266,1,10,11
2266,1,0,2
2266,1,5,2
2266,1,6,1
2267,1,10,2
2268,1,10,4
2268,1,1,2
2269,1,7,1
2269,1,10,1
2270,1,10,4
2270,1,0,2
2270,1,5,1
2270,1,13,1
2271,1,10,3
2271,1,5,2
2272,1,5,4
2272,1,10,2
2273,1,10,2
2274,1,5,1
2274,1,6,1
2275,1,1,1
2275,1,6,1
2275,1,10,1
2276,1,10,2
2276,1,6,1
2276,1,13,1
2277,1,10,2
2277,1,5,1
2277,4,0,1
2277,4,2,1
2278,1,5,8
2278,1,6,7
2278,1,10,5
2278,1,13,1
2279,1,10,5
2280,1,10,3
2280,1,5,1
2281,1,10,5
2281,1,1,1
2281,1,5,1
